id,row,area1,area1Id,area1Number,area2,area2Id,area2Number,area3,area3Id,area3Number,area4,area4Id,area4Number,giftbox,brick,glass,shovelProp,drillProp,bombProp
360,82,2_21,13_12_11_10_7_0_0_0_0_6,3_1_0_1_5_0_0_0_0_90,22_41,14_13_12_11_10_7_0_0_0_6,1_0_0_0_1_0_0_0_0_98,42_61,21_20_19_18_17_16_15_14_7_6,8_3_2_1_0_1_4_0_7_74,62_82,21_20_19_18_17_16_15_14_13_7,11_3_12_5_1_1_4_9_5_54,13,9,10,5,1,0
361,82,2_21,13_12_11_10_7_0_0_0_0_6,2_1_2_3_2_0_0_0_0_90,22_41,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_0_0_0_0_98,42_61,21_20_19_18_17_16_15_14_7_6,6_5_15_8_0_1_0_0_5_60,62_82,21_20_19_18_17_16_15_14_13_7,9_12_4_5_9_16_9_6_0_35,13,10,10,4,0,0
362,82,2_21,13_12_11_10_7_0_0_0_0_6,2_1_1_1_0_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,1_1_1_1_0_0_0_0_0_96,42_61,21_20_19_18_17_16_15_14_7_6,7_4_10_11_9_26_2_5_2_24,62_82,21_20_19_18_17_16_15_14_13_7,9_14_3_11_6_6_1_4_1_50,13,10,10,5,0,0
363,82,2_21,13_12_11_10_7_0_0_0_0_6,2_2_1_10_3_0_0_0_0_82,22_41,14_13_12_11_10_7_0_0_0_6,1_0_2_0_0_1_0_0_0_96,42_61,21_20_19_18_17_16_15_14_7_6,6_1_27_2_8_41_4_3_4_4,62_82,21_20_19_18_17_16_15_14_13_7,15_0_0_2_1_0_0_0_1_86,13,10,10,4,1,0
364,82,2_21,13_12_11_10_7_0_0_0_0_6,2_2_0_1_0_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_0_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,8_5_2_1_0_0_0_1_73_10,62_82,21_20_19_18_17_16_15_14_13_7,14_1_1_3_14_0_0_1_1_70,13,10,10,4,1,2
365,83,2_21,13_12_11_10_7_0_0_0_0_6,2_2_1_1_0_0_0_0_0_94,22_41,14_13_12_11_10_7_0_0_0_6,1_0_1_1_8_3_0_0_0_86,42_61,21_20_19_18_17_16_15_14_7_6,10_1_1_0_0_1_1_0_13_73,62_83,21_20_19_18_17_16_15_14_13_7,13_2_7_8_28_3_24_5_11_9,13,10,10,3,3,1
366,83,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_3_1_0_0_0_0_92,22_41,14_13_12_11_10_7_0_0_0_6,1_1_1_2_0_0_0_0_0_95,42_61,21_20_19_18_17_16_15_14_7_6,8_7_1_4_1_11_7_10_24_27,62_83,21_20_19_18_17_16_15_14_13_7,12_13_0_1_1_0_0_0_0_83,13,10,10,3,3,3
367,83,2_21,13_12_11_10_7_0_0_0_0_6,3_1_0_0_1_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_1_1_1_0_0_0_95,42_61,21_20_19_18_17_16_15_14_7_6,7_3_25_1_1_30_7_9_12_5,62_83,21_20_19_18_17_16_15_14_13_7,16_1_0_1_0_1_2_1_1_87,13,10,10,3,3,1
368,83,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_1_0_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,0_1_2_1_2_0_0_0_0_94,42_61,21_20_19_18_17_16_15_14_7_6,6_1_3_16_70_3_1_0_0_0,62_83,21_20_19_18_17_16_15_14_13_7,11_2_2_16_8_1_1_0_1_68,13,10,10,3,0,2
369,83,2_21,13_12_11_10_7_0_0_0_0_6,2_1_3_4_14_0_0_0_0_76,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_1_1_1_0_0_0_95,42_61,21_20_19_18_17_16_15_14_7_6,9_6_1_1_0_0_1_1_44_37,62_83,21_20_19_18_17_16_15_14_13_7,15_1_9_4_26_40_13_1_1_0,13,10,10,3,2,0
370,84,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_96,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_1_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,10_5_0_2_0_0_0_0_25_58,62_84,21_20_19_18_17_16_15_14_13_7,11_7_32_4_22_35_2_1_1_0,13,10,10,3,2,0
371,84,2_21,13_12_11_10_7_0_0_0_0_6,3_1_0_1_1_0_0_0_0_94,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_0_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,10_5_1_0_1_1_2_8_53_19,62_84,21_20_19_18_17_16_15_14_13_7,18_0_0_0_1_1_1_3_3_88,13,10,10,3,3,1
372,84,2_21,13_12_11_10_7_0_0_0_0_6,3_1_0_0_1_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,1_0_1_0_1_0_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,9_1_5_36_1_12_1_3_27_5,62_84,22_21_20_19_18_17_16_15_14_7,4_6_1_1_1_0_0_1_1_100,13,10,10,4,3,3
373,84,2_21,13_12_11_10_7_0_0_0_0_6,3_1_2_0_1_0_0_0_0_93,22_41,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_0_0_0_0_98,42_61,21_20_19_18_17_16_15_14_7_6,12_0_0_1_1_2_1_0_6_77,62_84,22_21_20_19_18_17_16_15_14_7,3_1_10_24_0_1_0_1_1_74,13,10,10,5,1,2
374,84,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_96,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_0_0_0_0_98,42_61,21_20_19_18_17_16_15_14_7_6,9_6_5_7_7_51_2_2_1_10,62_84,22_21_20_19_18_17_16_15_14_7,6_0_1_0_0_2_1_1_0_104,13,10,10,3,0,3
375,85,2_22,13_12_11_10_7_0_0_0_0_6,2_2_1_6_7_0_0_0_0_87,23_43,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_0_0_0_0_102,44_64,21_20_19_18_17_16_15_14_7_6,9_9_2_2_2_15_0_0_42_24,65_85,22_21_20_19_18_17_16_15_14_7,3_3_1_21_2_0_0_0_1_74,13,10,11,4,0,2
376,85,2_22,13_12_11_10_7_0_0_0_0_6,3_1_1_0_1_0_0_0_0_99,23_43,14_13_12_11_10_7_0_0_0_6,1_1_0_1_1_1_0_0_0_100,44_64,21_20_19_18_17_16_15_14_7_6,9_11_5_0_1_0_0_1_34_44,65_85,22_21_20_19_18_17_16_15_14_7,5_1_1_1_1_1_1_6_1_87,13,10,11,3,2,3
377,85,2_22,13_12_11_10_7_0_0_0_0_6,2_1_3_2_2_0_0_0_0_95,23_43,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_1_0_0_0_101,44_64,21_20_19_18_17_16_15_14_7_6,9_4_26_6_1_0_0_0_48_11,65_85,22_21_20_19_18_17_16_15_14_7,4_5_1_1_1_0_0_0_0_93,13,10,11,6,2,3
378,85,2_22,13_12_11_10_7_0_0_0_0_6,3_2_0_0_1_0_0_0_0_99,23_43,14_13_12_11_10_7_0_0_0_6,1_1_1_1_1_1_0_0_0_99,44_64,21_20_19_18_17_16_15_14_7_6,11_7_1_2_7_34_17_4_6_16,65_85,22_21_20_19_18_17_16_15_14_7,3_2_5_17_1_15_17_11_6_28,13,10,11,3,1,0
379,85,2_22,13_12_11_10_7_0_0_0_0_6,2_1_2_8_20_0_0_0_0_72,23_43,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_1_0_0_0_102,44_64,21_20_19_18_17_16_15_14_7_6,12_2_1_16_13_4_1_0_30_26,65_85,22_21_20_19_18_17_16_15_14_7,3_2_8_12_3_41_15_20_1_0,13,10,11,5,0,0
380,86,2_22,13_12_11_10_7_0_0_0_0_6,2_3_2_6_1_0_0_0_0_91,23_43,14_13_12_11_10_7_0_0_0_6,1_1_1_0_0_0_0_0_0_102,44_64,21_20_19_18_17_16_15_14_7_6,13_1_0_1_1_1_0_0_0_88,65_86,22_21_20_19_18_17_16_15_14_7,5_1_1_3_1_1_6_2_5_85,13,10,11,6,2,1
381,86,2_22,13_12_11_10_7_0_0_0_0_6,2_3_1_3_1_0_0_0_0_95,23_43,14_13_12_11_10_7_0_0_0_6,1_1_1_0_0_1_0_0_0_101,44_64,21_20_19_18_17_16_15_14_7_6,13_2_1_1_2_4_1_0_17_64,65_86,22_21_20_19_18_17_16_15_14_7,4_4_3_1_0_1_1_1_0_95,13,10,11,4,0,1
382,86,2_22,13_12_11_10_7_0_0_0_0_6,3_1_1_1_2_0_0_0_0_97,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_0_0_0_0_101,44_64,21_20_19_18_17_16_15_14_7_6,10_5_9_33_4_10_8_24_1_1,65_86,22_21_20_19_18_17_16_15_14_7,6_1_0_1_0_1_1_0_0_100,13,10,11,3,0,1
383,86,2_22,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_101,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_1_0_0_0_101,44_64,22_21_20_19_18_17_16_15_7_6,4_2_0_1_0_0_2_0_29_67,65_86,22_21_20_19_18_17_16_15_14_7,5_3_2_1_0_1_1_1_2_94,13,10,11,3,0,2
384,86,2_22,13_12_11_10_7_0_0_0_0_6,2_1_2_2_9_0_0_0_0_89,23_43,14_13_12_11_10_7_0_0_0_6,1_1_0_1_5_0_0_0_0_97,44_64,22_21_20_19_18_17_16_15_7_6,4_0_0_1_1_1_0_0_41_57,65_86,22_21_20_19_18_17_16_15_14_7,6_1_0_1_0_0_1_0_0_101,13,10,11,5,1,1
385,87,2_22,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_101,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_0_0_0_0_101,44_64,22_21_20_19_18_17_16_15_7_6,3_3_1_1_0_1_0_0_86_10,65_87,22_21_20_19_18_17_16_15_14_7,5_1_6_4_1_0_0_0_0_98,13,10,11,6,3,0
386,87,2_22,13_12_11_10_7_0_0_0_0_6,3_1_1_0_1_0_0_0_0_99,23_43,14_13_12_11_10_7_0_0_0_6,1_1_2_0_1_1_0_0_0_99,44_64,22_21_20_19_18_17_16_15_7_6,3_5_2_0_0_1_0_0_66_28,65_87,22_21_20_19_18_17_16_15_14_7,5_6_1_1_7_11_14_38_4_28,13,10,11,3,2,3
387,87,2_22,13_12_11_10_7_0_0_0_0_6,3_0_1_4_2_0_0_0_0_95,23_43,14_13_12_11_10_7_0_0_0_6,1_1_1_1_0_1_0_0_0_100,44_64,22_21_20_19_18_17_16_15_7_6,3_4_3_0_2_0_1_0_67_25,65_87,22_21_20_19_18_17_16_15_14_7,5_3_2_3_14_8_5_1_0_74,13,10,11,5,0,1
388,87,2_22,13_12_11_10_7_0_0_0_0_6,2_3_2_2_1_0_0_0_0_95,23_43,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_1_0_0_0_102,44_64,22_21_20_19_18_17_16_15_7_6,4_1_1_1_1_0_1_0_62_34,65_87,22_21_20_19_18_17_16_15_14_7,7_0_1_2_5_1_0_1_2_96,13,10,11,3,1,3
389,87,2_22,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_101,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_1_0_0_0_102,44_64,22_21_20_19_18_17_16_15_7_6,3_1_9_1_16_26_21_6_2_20,65_87,22_21_20_19_18_17_16_15_14_7,5_1_6_3_9_6_40_2_1_42,13,10,11,3,1,3
390,88,2_22,13_12_11_10_7_0_0_0_0_6,3_1_1_2_4_0_0_0_0_94,23_43,14_13_12_11_10_7_0_0_0_6,1_1_2_1_1_1_0_0_0_98,44_64,22_21_20_19_18_17_16_15_7_6,4_1_1_1_0_1_0_1_63_33,65_88,22_21_20_19_18_17_16_15_14_7,5_5_11_1_7_3_1_2_8_77,13,10,11,6,2,1
391,88,2_22,13_12_11_10_7_0_0_0_0_6,3_1_0_0_1_0_0_0_0_100,23_43,14_13_12_11_10_7_0_0_0_6,1_1_0_1_2_4_0_0_0_96,44_64,22_21_20_19_18_17_16_15_7_6,3_6_0_1_1_0_1_0_11_82,65_88,22_21_20_19_18_17_16_15_14_7,7_1_1_2_1_6_2_14_1_85,13,10,11,3,0,1
392,88,2_22,13_12_11_10_7_0_0_0_0_6,2_1_5_6_5_0_0_0_0_86,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_0_2_1_0_0_0_100,44_64,22_21_20_19_18_17_16_15_7_6,4_1_1_0_0_0_0_2_40_57,65_88,22_21_20_19_18_17_16_15_14_7,8_1_1_0_0_1_1_1_2_105,13,10,11,3,1,0
393,88,2_22,13_12_11_10_7_0_0_0_0_6,3_1_2_0_0_0_0_0_0_99,23_43,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_0_0_0_0_103,44_64,22_21_20_19_18_17_16_15_7_6,3_2_10_0_1_0_0_0_16_73,65_88,22_21_20_19_18_17_16_15_14_7,5_1_5_47_10_25_17_8_1_1,13,10,11,6,0,1
394,88,2_22,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_101,23_43,14_13_12_11_10_7_0_0_0_6,1_0_0_0_2_1_0_0_0_101,44_64,22_21_20_19_18_17_16_15_7_6,5_0_0_2_0_1_0_1_32_64,65_88,22_21_20_19_18_17_16_15_14_7,6_6_1_4_1_0_0_1_0_101,13,10,11,6,3,2
395,89,2_23,13_12_11_10_7_0_0_0_0_6,2_2_3_3_1_0_0_0_0_99,24_45,14_13_12_11_10_7_0_0_0_6,1_0_2_1_2_0_0_0_0_104,46_67,22_21_20_19_18_17_16_15_7_6,5_1_1_2_1_1_0_0_62_37,68_89,22_21_20_19_18_17_16_15_14_7,5_4_5_9_1_0_0_1_0_85,13,10,11,6,1,2
396,89,2_23,13_12_11_10_7_0_0_0_0_6,3_1_1_2_1_0_0_0_0_102,24_45,14_13_12_11_10_7_0_0_0_6,1_1_2_0_0_0_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,5_2_1_0_0_1_0_1_17_83,68_89,22_21_20_19_18_17_16_15_14_7,6_4_1_0_1_1_1_0_0_96,13,10,11,3,1,1
397,89,2_23,13_12_11_10_7_0_0_0_0_6,3_0_1_2_1_0_0_0_0_103,24_45,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_2_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,4_2_1_6_1_0_1_0_56_39,68_89,22_21_20_19_18_17_16_15_14_7,7_1_0_2_2_0_1_0_1_96,13,10,11,3,2,3
398,89,2_23,13_12_11_10_7_0_0_0_0_6,3_2_1_1_1_0_0_0_0_102,24_45,14_13_12_11_10_7_0_0_0_6,1_1_1_0_1_0_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,3_2_5_7_0_1_0_1_23_68,68_89,22_21_20_19_18_17_16_15_14_7,6_0_0_1_3_1_0_1_1_97,13,10,11,4,1,1
399,89,2_23,13_12_11_10_7_0_0_0_0_6,3_0_1_2_5_0_0_0_0_99,24_45,14_13_12_11_10_7_0_0_0_6,1_1_1_2_1_0_0_0_0_104,46_67,22_21_20_19_18_17_16_15_7_6,5_1_0_0_2_0_0_0_67_35,68_89,22_21_20_19_18_17_16_15_14_7,6_3_2_5_2_2_1_4_3_82,13,10,11,6,3,0
400,90,2_23,13_12_11_10_7_0_0_0_0_6,3_1_1_12_0_0_0_0_0_93,24_45,14_13_12_11_10_7_0_0_0_6,1_2_0_1_5_0_0_0_0_101,46_67,22_21_20_19_18_17_16_15_7_6,6_0_0_1_2_1_5_38_7_50,68_90,22_21_20_19_18_17_16_15_14_7,5_10_1_0_1_0_0_1_1_96,13,10,11,5,3,1
401,90,2_23,13_12_11_10_7_0_0_0_0_6,3_2_4_0_0_0_0_0_0_101,24_45,14_13_12_11_10_7_0_0_0_6,1_1_1_1_0_0_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,4_1_5_15_4_5_31_5_36_4,68_90,22_21_20_19_18_17_16_15_14_7,7_1_9_5_1_3_0_1_2_86,13,10,11,4,3,3
402,90,2_23,13_12_11_10_7_0_0_0_0_6,4_0_0_2_0_0_0_0_0_104,24_45,14_13_12_11_10_7_0_0_0_6,1_1_2_0_0_2_0_0_0_104,46_67,22_21_20_19_18_17_16_15_7_6,5_1_1_2_0_0_0_0_76_25,68_90,22_21_20_19_18_17_16_15_14_7,6_3_6_2_48_24_6_4_1_15,13,10,11,6,0,0
403,90,2_23,13_12_11_10_7_0_0_0_0_6,3_1_5_1_2_0_0_0_0_98,24_45,14_13_12_11_10_7_0_0_0_6,1_2_0_0_1_1_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,6_1_0_2_0_1_0_1_51_48,68_90,22_21_20_19_18_17_16_15_14_7,9_0_0_1_3_2_0_1_0_99,13,10,11,4,3,0
404,90,2_23,13_12_11_10_7_0_0_0_0_6,4_0_0_1_2_0_0_0_0_103,24_45,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_0_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,4_1_1_1_1_3_2_3_18_76,68_90,22_21_20_19_18_17_16_15_14_7,4_2_13_0_1_0_0_1_0_94,13,10,11,5,0,1
405,91,2_23,13_12_11_10_7_0_0_0_0_6,3_1_2_0_1_0_0_0_0_103,24_45,14_13_12_11_10_7_0_0_0_6,1_1_0_1_0_1_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,5_4_1_0_0_1_1_1_13_84,68_91,22_21_20_19_18_17_16_15_14_7,7_5_6_0_0_1_0_0_1_100,13,10,11,5,0,2
406,91,2_23,13_12_11_10_7_0_0_0_0_6,2_2_6_2_4_0_0_0_0_94,24_45,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_0_0_0_0_107,46_67,22_21_20_19_18_17_16_15_7_6,6_2_1_0_0_1_1_1_11_87,68_91,22_21_20_19_18_17_16_15_14_7,6_8_3_13_1_0_1_1_0_87,13,10,11,3,2,3
407,91,2_23,13_12_11_10_7_0_0_0_0_6,3_1_2_3_0_0_0_0_0_101,24_45,14_13_12_11_10_7_0_0_0_6,1_0_0_0_1_1_0_0_0_107,46_67,22_21_20_19_18_17_16_15_7_6,5_3_1_2_5_22_19_40_7_6,68_91,22_21_20_19_18_17_16_15_14_7,8_3_1_0_1_2_3_0_0_102,13,10,11,6,3,3
408,91,2_23,13_12_11_10_7_0_0_0_0_6,3_3_1_0_0_0_0_0_0_103,24_45,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_1_0_0_0_106,46_67,22_21_20_19_18_17_16_15_7_6,6_1_1_5_1_0_0_1_51_44,68_91,22_21_20_19_18_17_16_15_14_7,8_6_0_0_0_0_0_0_1_105,13,10,11,5,2,1
409,91,2_23,13_12_11_10_7_0_0_0_0_6,2_3_1_4_1_0_0_0_0_99,24_45,14_13_12_11_10_7_0_0_0_6,1_1_1_0_1_1_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,4_1_6_22_17_44_13_1_1_1,68_91,22_21_20_19_18_17_16_15_14_7,6_2_3_44_47_15_2_1_0_0,13,10,11,6,3,1
410,92,2_23,13_12_11_10_7_0_0_0_0_6,3_2_2_3_1_0_0_0_0_99,24_45,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_2_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,7_0_2_1_0_1_1_0_91_7,68_92,22_21_20_19_18_17_16_15_14_7,7_1_13_3_28_51_13_8_1_0,13,10,11,3,2,0
411,92,2_23,13_12_11_10_7_0_0_0_0_6,3_1_0_1_1_0_0_0_0_104,24_45,14_13_12_11_10_7_0_0_0_6,1_0_0_0_1_0_0_0_0_108,46_67,22_21_20_19_18_17_16_15_7_6,5_4_2_1_0_1_3_3_2_89,68_92,22_21_20_19_18_17_16_15_14_7,6_12_1_3_4_4_1_1_2_91,13,10,11,3,2,3
412,92,2_23,13_12_11_10_7_0_0_0_0_6,3_2_2_1_2_0_0_0_0_100,24_45,14_13_12_11_10_7_0_0_0_6,1_0_2_1_0_1_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,5_1_0_1_1_0_1_0_97_4,68_92,22_21_20_19_18_17_16_15_14_7,6_5_4_1_0_1_1_3_1_103,14,10,11,4,2,3
413,92,2_23,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_106,24_45,14_13_12_11_10_7_0_0_0_6,1_1_0_1_1_1_0_0_0_105,46_67,22_21_20_19_18_17_16_15_7_6,6_1_7_1_1_0_0_1_40_53,68_92,22_21_20_19_18_17_16_15_14_7,9_3_2_4_1_2_0_1_1_102,14,10,11,5,2,0
414,92,2_23,13_12_11_10_7_0_0_0_0_6,4_0_1_1_0_0_0_0_0_104,24_45,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_1_0_0_0_107,46_67,22_21_20_19_18_17_16_15_7_6,5_3_4_12_1_73_6_5_1_0,68_92,22_21_20_19_18_17_16_15_14_7,7_7_11_0_1_0_0_0_1_98,14,10,11,4,2,3
415,93,2_24,13_12_11_10_7_0_0_0_0_6,3_2_1_0_1_0_0_0_0_108,25_47,14_13_12_11_10_7_0_0_0_6,2_0_0_0_1_1_0_0_0_111,48_70,22_21_20_19_18_17_16_15_7_6,6_1_3_1_5_24_22_12_30_11,71_93,22_21_20_19_18_17_16_15_14_7,10_1_1_0_0_0_0_1_0_102,14,10,12,6,0,0
416,93,2_24,13_12_11_10_7_0_0_0_0_6,4_0_0_1_1_0_0_0_0_109,25_47,14_13_12_11_10_7_0_0_0_6,1_1_1_1_0_2_0_0_0_109,48_70,22_21_20_19_18_17_16_15_7_6,7_1_2_2_1_0_2_0_42_58,71_93,22_21_20_19_18_17_16_15_14_7,7_11_1_1_1_1_0_1_1_91,14,10,12,5,3,2
417,93,2_24,13_12_11_10_7_0_0_0_0_6,3_1_1_0_1_0_0_0_0_109,25_47,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_0_0_0_0_113,48_70,22_21_20_19_18_17_16_15_7_6,7_1_0_1_1_0_2_1_2_100,71_93,22_21_20_19_18_17_16_15_14_7,10_1_0_0_0_1_2_1_2_98,14,10,12,4,1,0
418,93,2_24,13_12_11_10_7_0_0_0_0_6,4_0_1_0_0_0_0_0_0_110,25_47,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_0_0_0_0_112,48_70,22_21_20_19_18_17_16_15_7_6,8_0_0_0_1_0_0_0_1_105,71_93,22_21_20_19_18_17_16_15_14_7,7_3_8_23_23_7_39_3_1_1,14,10,12,5,3,2
419,93,2_24,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_111,25_47,14_13_12_11_10_7_0_0_0_6,1_2_0_2_1_1_0_0_0_108,48_70,22_21_20_19_18_17_16_15_7_6,5_6_1_6_2_7_14_2_41_31,71_93,22_21_20_19_18_17_16_15_14_7,7_8_8_0_1_0_1_1_1_88,14,10,12,3,0,2
420,94,2_24,13_12_11_10_7_0_0_0_0_6,2_2_5_4_1_0_0_0_0_101,25_47,14_13_12_11_10_7_0_0_0_6,1_1_1_0_1_0_0_0_0_111,48_70,22_21_20_19_18_17_16_15_7_6,6_3_11_1_0_0_0_1_69_24,71_94,22_21_20_19_18_17_16_15_14_7,11_1_1_8_6_1_1_3_0_88,14,10,12,5,1,2
421,94,2_24,13_12_11_10_7_0_0_0_0_6,4_0_1_0_0_0_0_0_0_110,25_47,14_13_12_11_10_7_0_0_0_6,1_1_2_0_1_1_0_0_0_109,48_70,22_21_20_19_18_17_16_15_7_6,5_6_6_1_0_0_0_1_8_88,71_94,22_21_20_19_18_17_16_15_14_7,10_5_0_0_1_1_0_0_1_102,14,10,12,3,0,1
422,94,2_24,13_12_11_10_7_0_0_0_0_6,4_1_0_1_1_0_0_0_0_108,25_47,14_13_12_11_10_7_0_0_0_6,1_2_1_0_0_1_0_0_0_110,48_70,22_21_20_19_18_17_16_15_7_6,7_2_4_2_11_18_54_2_4_11,71_94,22_21_20_19_18_17_16_15_14_7,8_6_2_4_43_41_6_5_3_2,14,10,12,5,0,1
423,94,2_24,13_12_11_10_7_0_0_0_0_6,2_4_2_0_0_0_0_0_0_107,25_47,14_13_12_11_10_7_0_0_0_6,1_1_1_1_1_0_0_0_0_110,48_70,22_21_20_19_18_17_16_15_7_6,8_1_1_0_1_0_1_3_34_66,71_94,22_21_20_19_18_17_16_15_14_7,7_4_21_3_2_17_5_34_20_7,14,10,12,5,3,0
424,94,2_24,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_111,25_47,14_13_12_11_10_7_0_0_0_6,1_1_0_1_2_3_0_0_0_107,48_70,22_21_20_19_18_17_16_15_7_6,7_5_0_1_0_1_1_0_49_51,71_94,22_21_20_19_18_17_16_15_14_7,7_4_22_6_7_21_20_7_14_12,14,10,12,3,2,1
425,95,2_24,13_12_11_10_7_0_0_0_0_6,2_4_2_1_0_0_0_0_0_106,25_47,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_0_0_0_0_112,48_70,22_21_20_19_18_17_16_15_7_6,5_10_1_0_1_0_1_3_68_26,71_95,22_21_20_19_18_17_16_15_14_7,9_1_17_9_33_23_24_1_4_4,14,10,12,5,0,2
426,95,2_24,13_12_11_10_7_0_0_0_0_6,3_1_4_5_10_0_0_0_0_92,25_47,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_3_0_0_0_108,48_70,22_21_20_19_18_17_16_15_7_6,8_2_1_0_1_0_2_0_44_57,71_95,22_21_20_19_18_17_16_15_14_7,12_2_3_3_3_3_12_3_39_45,14,10,12,6,0,1
427,95,2_24,13_12_11_10_7_0_0_0_0_6,3_1_2_1_4_0_0_0_0_104,25_47,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_0_0_0_0_111,48_70,22_21_20_19_18_17_16_15_7_6,7_2_9_6_6_8_9_30_36_2,71_95,22_21_20_19_18_17_16_15_14_7,11_1_3_7_19_52_4_7_16_5,14,10,12,5,2,1
428,95,2_24,13_12_11_10_7_0_0_0_0_6,4_0_1_1_3_0_0_0_0_106,25_47,14_13_12_11_10_7_0_0_0_6,1_1_0_0_2_0_0_0_0_111,48_70,22_21_20_19_18_17_16_15_7_6,5_3_2_4_4_1_0_1_25_70,71_95,22_21_20_19_18_17_16_15_14_7,8_3_3_6_29_6_2_2_53_13,14,10,12,3,3,2
429,95,2_24,13_12_11_10_7_0_0_0_0_6,3_2_1_1_0_0_0_0_0_108,25_47,14_13_12_11_10_7_0_0_0_6,1_1_1_1_1_0_0_0_0_110,48_70,22_21_20_19_18_17_16_15_7_6,8_3_1_0_1_0_1_1_53_47,71_95,22_21_20_19_18_17_16_15_14_7,9_4_17_5_25_31_2_31_1_0,14,10,12,5,0,3
430,96,2_24,13_12_11_10_7_0_0_0_0_6,4_0_1_0_1_0_0_0_0_109,25_47,14_13_12_11_10_7_0_0_0_6,1_1_0_1_0_1_0_0_0_111,48_70,22_21_20_19_18_17_16_15_7_6,7_5_3_5_11_2_5_5_59_13,71_96,22_21_20_19_18_17_16_15_14_7,14_0_1_0_1_0_0_1_1_112,14,10,12,4,2,0
431,96,2_24,13_12_11_10_7_0_0_0_0_6,4_0_2_1_0_0_0_0_0_108,25_47,14_13_12_11_10_7_0_0_0_6,1_1_0_0_2_1_0_0_0_110,48_70,22_21_20_19_18_17_16_15_7_6,7_3_3_1_4_7_17_68_4_1,71_96,22_21_20_19_18_17_16_15_14_7,12_4_6_5_5_8_28_5_10_47,14,10,12,5,0,1
